id	daddy	nivel	name	arco
F7475	16	5	84111201 : De empuje superior a 25 kN.	M-165.22908793028046,-213.54003957508215A270,270,0,0,1,-165.148719783819,-213.60220119129303L-132.11897582705518,-170.88176095303442A216,216,0,0,0,-132.18327034422438,-170.8320316600657Z
F7477	16	5	84121001 : Propulsores a reacción  excepto los turborreactores.	M-164.8270134506974,-213.85054509381925A270,270,0,0,1,-164.74652848754226,-213.91255538491288L-131.7972227900338,-171.13004430793032A216,216,0,0,0,-131.8616107605579,-171.0804360750554Z
F7479	16	5	85011001 : Para montarse en juguetes o en modelos reducidos para recreo.	M-164.50493366872024,-214.09840447478808A270,270,0,0,1,-164.42435545733983,-214.1602935477031L-131.53948436587186,-171.32823483816247A216,216,0,0,0,-131.6039469349762,-171.27872357983046Z
F7480	16	5	85011002 : Reconocibles para naves aéreas.	M-164.42435545733983,-214.1602935477031A270,270,0,0,1,-164.34375396242075,-214.2221522941531L-131.4750031699366,-171.37772183532246A216,216,0,0,0,-131.53948436587186,-171.32823483816247Z
F7481	16	5	85011003 : Para máquinas de afeitar o cortar el pelo  incluidas las esquiladoras.	M-164.34375396242075,-214.2221522941531A270,270,0,0,1,-164.2631291953767,-214.28398070537838L-131.41050335630138,-171.4271845643027A216,216,0,0,0,-131.4750031699366,-171.37772183532246Z
F7482	16	5	85011004 : Accionados exclusivamente por corriente continua.	M-164.2631291953767,-214.28398070537838A270,270,0,0,1,-164.1824811676247,-214.34577877262376L-131.34598493409976,-171.476623018099A216,216,0,0,0,-131.41050335630138,-171.4271845643027Z
F7483	16	5	85011005 : Motores síncronos.	M-164.1824811676247,-214.34577877262376A270,270,0,0,1,-164.10180989058497,-214.40754648713818L-131.28144791246797,-171.52603718971054A216,216,0,0,0,-131.34598493409976,-171.476623018099Z
F7484	16	5	85011006 : De corriente alterna asíncronos monofásicos reconocibles como concebidos exclusivamente para uso en giradiscos  grabadoras y tocacintas.	M-164.10180989058497,-214.40754648713818A270,270,0,0,1,-164.0211153756811,-214.4692838401749L-131.21689230054486,-171.57542707213995A216,216,0,0,0,-131.28144791246797,-171.52603718971054Z
F7485	16	5	85011007 : Motorreductores para uso en aparatos de fotocopia  de corriente alterna  de 100/125 voltios  con potenciade salida igual o superior a 0.00745 kW  (1/100 de C.P.).	M-164.0211153756811,-214.4692838401749A270,270,0,0,1,-163.94039763433997,-214.53099082299158L-131.15231810747198,-171.62479265839326A216,216,0,0,0,-131.21689230054486,-171.57542707213995Z
F7486	16	5	85011008 : Motores de corriente alterna  asíncronos monofásicos  según la norma NMX-J-226  o sus equivalentes  excepto lo comprendido en las fracciones 8501.10.03  8501.10.06  8501.10.07 y 8501.10.09.	M-163.94039763433997,-214.53099082299158A270,270,0,0,1,-163.8596566779917,-214.5926674268501L-131.08772534239336,-171.6741339414801A216,216,0,0,0,-131.15231810747198,-171.62479265839326Z
F7487	16	5	85011009 : De corriente alterna  monofásicos con potencia de salida igual o superior a 0.01 kW (1/75 de C.P.)  excepto lo comprendido en las fracciones 8501.10.03  8501.10.05 y 8501.10.06.	M-163.8596566779917,-214.5926674268501A270,270,0,0,1,-163.7788925180697,-214.65431364301668L-131.02311401445579,-171.72345091441332A216,216,0,0,0,-131.08772534239336,-171.6741339414801Z
F7488	16	5	85011099 : Los demás.	M-163.7788925180697,-214.65431364301668A270,270,0,0,1,-163.6981051660108,-214.71592946276172L-130.95848413280865,-171.77274357020937A216,216,0,0,0,-131.02311401445579,-171.72345091441332Z
F7490	16	5	85012001 : Para máquinas de afeitar o cortar el pelo  incluidas las esquiladoras.	M-162.80791688650737,-215.39169482381652A270,270,0,0,1,-162.72685212206278,-215.45294520717118L-130.18148169765024,-172.36235616573694A216,216,0,0,0,-130.2463335092059,-172.31335585905322Z
F7491	16	5	85012002 : Síncronos con potencia de salida inferior a 4 475 kW (6 000 C.P.).	M-162.72685212206278,-215.45294520717118A270,270,0,0,1,-162.64576431445684,-215.51416508101306L-130.1166114515655,-172.41133206481044A216,216,0,0,0,-130.18148169765024,-172.36235616573694Z
F7492	16	5	85012003 : Reconocibles para naves aéreas.	M-162.64576431445684,-215.51416508101306A270,270,0,0,1,-162.56465347517212,-215.57535443667305L-130.05172278013768,-172.46028354933844A216,216,0,0,0,-130.1166114515655,-172.41133206481044Z
F7493	16	5	85012004 : Con potencia de salida inferior a 150 W (1/5 C.P.)  excepto lo comprendido en las fracciones 8501.20.01  8501.20.02 y 8501.20.03.	M-162.56465347517212,-215.57535443667305A270,270,0,0,1,-162.48351961569443,-215.6365132654863L-129.98681569255555,-172.50921061238904A216,216,0,0,0,-130.05172278013768,-172.46028354933844Z
F7494	16	5	85012099 : Los demás.	M-162.48351961569443,-215.6365132654863A270,270,0,0,1,-162.40236274751285,-215.69764155879233L-129.9218901980103,-172.55811324703387A216,216,0,0,0,-129.98681569255555,-172.50921061238904Z
F7496	16	5	85013101 : Generadores.	M-161.91493899943924,-216.06376958853576A270,270,0,0,1,-161.83362139229786,-216.1246838911613L-129.4668971138383,-172.89974711292905A216,216,0,0,0,-129.5319511995514,-172.85101567082862Z
F7497	16	5	85013102 : Reconocibles para naves aéreas.	M-161.83362139229786,-216.1246838911613A270,270,0,0,1,-161.7522808684823,-216.18556758915153L-129.40182469478586,-172.94845407132124A216,216,0,0,0,-129.4668971138383,-172.89974711292905Z
F7498	16	5	85013103 : Motores con potencia de salida igual o inferior a 264 W y voltaje de 12 v  de uso automotriz  para limpiaparabrisas  elevadores de cristales  radiadores y calefacción.	M-161.7522808684823,-216.18556758915153A270,270,0,0,1,-161.67091743951096,-216.24642067388498L-129.33673395160878,-172.997136539108A216,216,0,0,0,-129.40182469478586,-172.94845407132124Z
F7499	16	5	85013104 : Motores para máquinas esquiladoras.	M-161.67091743951096,-216.24642067388498A270,270,0,0,1,-161.58953111690536,-216.30724313674443L-129.2716248935243,-173.04579450939556A216,216,0,0,0,-129.33673395160878,-172.997136539108Z
F7500	16	5	85013105 : Motores con potencia de salida igual o superiora 186 W (1/4 C.P.)  excepto lo comprendido en las fracciones 8501.31.03 y 8501.31.04.	M-161.58953111690536,-216.30724313674443A270,270,0,0,1,-161.50812191219035,-216.36803496911708L-129.20649752975228,-173.09442797529366A216,216,0,0,0,-129.2716248935243,-173.04579450939556Z
F7501	16	5	85013199 : Los demás.	M-161.50812191219035,-216.36803496911708A270,270,0,0,1,-161.42668983689396,-216.42879616239432L-129.14135186951518,-173.14303692991547A216,216,0,0,0,-129.20649752975228,-173.09442797529366Z
F7503	16	5	85013201 : Generadores.	M-160.85602590257758,-216.85326589846252A270,270,0,0,1,-160.77441127802894,-216.91378166959151L-128.61952902242314,-173.5310253356732A216,216,0,0,0,-128.68482072206206,-173.48261271877Z
F7504	16	5	85013202 : Reconocibles para naves aéreas.	M-160.77441127802894,-216.91378166959151A270,270,0,0,1,-160.692773886797,-216.9742667243439L-128.5542191094376,-173.5794133794751A216,216,0,0,0,-128.61952902242314,-173.5310253356732Z
F7505	16	5	85013203 : Motores para ascensores o elevadores.	M-160.692773886797,-216.9742667243439A270,270,0,0,1,-160.61111374044225,-217.03472105415466L-128.4888909923538,-173.62777684332374A216,216,0,0,0,-128.5542191094376,-173.5794133794751Z
F7506	16	5	85013204 : Motores para trolebuses.	M-160.61111374044225,-217.03472105415466A270,270,0,0,1,-160.5294308505282,-217.0951446504631L-128.42354468042257,-173.6761157203705A216,216,0,0,0,-128.4888909923538,-173.62777684332374Z
F7507	16	5	85013205 : Motores de potencia de salida igual o inferior a 3.75 kW (5 C.P.).	M-160.5294308505282,-217.0951446504631A270,270,0,0,1,-160.44772522862166,-217.15553750471278L-128.35818018289734,-173.72443000377024A216,216,0,0,0,-128.42354468042257,-173.6761157203705Z
F7508	16	5	85013206 : Motores reconocibles como concebidos exclusivamente para la propulsión de vehículos eléctricos  de la subpartida 8703.90.	M-160.44772522862166,-217.15553750471278A270,270,0,0,1,-160.36599688629275,-217.21589960835175L-128.2927975090342,-173.7727196866814A216,216,0,0,0,-128.35818018289734,-173.72443000377024Z
F7509	16	5	85013299 : Los demás.	M-160.36599688629275,-217.21589960835175A270,270,0,0,1,-160.2842458351147,-217.2762309528323L-128.22739666809176,-173.82098476226585A216,216,0,0,0,-128.2927975090342,-173.7727196866814Z
F7511	16	5	85013301 : Generadores con capacidad hasta de 150 kW.	M-159.62942129697058,-217.75777335469397A270,270,0,0,1,-159.5474663874766,-217.81782748282342L-127.63797310998127,-174.25426198625874A216,216,0,0,0,-127.70353703757647,-174.20621868375517Z
F7512	16	5	85013302 : Reconocibles para naves aéreas.	M-159.5474663874766,-217.81782748282342A270,270,0,0,1,-159.4654888850426,-217.8778507665576L-127.57239110803408,-174.3022806132461A216,216,0,0,0,-127.63797310998127,-174.25426198625874Z
F7513	16	5	85013303 : Generadores  excepto lo comprendido en la fracción 8501.33.01.	M-159.4654888850426,-217.8778507665576A270,270,0,0,1,-159.38348880127714,-217.93784319739692L-127.5067910410217,-174.35027455791754A216,216,0,0,0,-127.57239110803408,-174.3022806132461Z
F7514	16	5	85013304 : Motores para ascensores o elevadores.	M-159.38348880127714,-217.93784319739692A270,270,0,0,1,-159.30146614779193,-217.99780476684603L-127.44117291823353,-174.39824381347682A216,216,0,0,0,-127.5067910410217,-174.35027455791754Z
F7515	16	5	85013305 : Motores para trolebuses.	M-159.30146614779193,-217.99780476684603A270,270,0,0,1,-159.21942093620189,-218.05773546641393L-127.37553674896151,-174.44618837313115A216,216,0,0,0,-127.44117291823353,-174.39824381347682Z
F7516	16	5	85013399 : Los demás.	M-159.21942093620189,-218.05773546641393A270,270,0,0,1,-159.13735317812518,-218.11763528761415L-127.30988254250015,-174.4941082300913A216,216,0,0,0,-127.37553674896151,-174.44618837313115Z
F7518	16	5	85013401 : Generadores.	M-158.56224854655292,-218.53606872976638A270,270,0,0,1,-158.48000083521805,-218.5957212190332L-126.78400066817443,-174.87657697522658A216,216,0,0,0,-126.84979883724233,-174.8288549838131Z
F7519	16	5	85013402 : Reconocibles para naves aéreas.	M-158.48000083521805,-218.5957212190332A270,270,0,0,1,-158.3977306821031,-218.6553427537501L-126.71818454568248,-174.92427420300007A216,216,0,0,0,-126.78400066817443,-174.87657697522658Z
F7520	16	5	85013403 : Motores para ascensores o elevadores.	M-158.3977306821031,-218.6553427537501A270,270,0,0,1,-158.31543809885807,-218.71493332547425L-126.65235047908644,-174.9719466603794A216,216,0,0,0,-126.71818454568248,-174.92427420300007Z
F7521	16	5	85013404 : Motores para trolebuses.	M-158.31543809885807,-218.71493332547425A270,270,0,0,1,-158.23312309713606,-218.77449292576725L-126.58649847770886,-175.0195943406138A216,216,0,0,0,-126.65235047908644,-174.9719466603794Z
F7522	16	5	85013405 : Motores  con potencia de salida inferior o iguala 2 611 kW (3 500 C.P.)  excepto lo comprendido en las fracciones 8501.34.03 y 8501.34.04.	M-158.23312309713606,-218.77449292576725A270,270,0,0,1,-158.15078568859346,-218.8340215461951L-126.52062855087478,-175.06721723695608A216,216,0,0,0,-126.58649847770886,-175.0195943406138Z
F7524	16	5	85014001 : Reconocibles para naves aéreas.	M-157.6562913472585,-219.190542219842A270,270,0,0,1,-157.57379741761517,-219.24985374542982L-126.05903793409215,-175.39988299634385A216,216,0,0,0,-126.1250330778068,-175.3524337758736Z
F7525	16	5	85014002 : Motores para ascensores o elevadores.	M-157.57379741761517,-219.24985374542982A270,270,0,0,1,-157.49128117451596,-219.30913422383838L-125.99302493961277,-175.4473073790707A216,216,0,0,0,-126.05903793409215,-175.39988299634385Z
F7526	16	5	85014003 : Para máquinas de afeitar o cortar el pelo  incluidas las esquiladoras.	M-157.49128117451596,-219.30913422383838A270,270,0,0,1,-157.40874262964567,-219.36838364667312L-125.92699410371655,-175.4947069173385A216,216,0,0,0,-125.99302493961277,-175.4473073790707Z
F7527	16	5	85014004 : Para trolebuses.	M-157.40874262964567,-219.36838364667312A270,270,0,0,1,-157.32618179469236,-219.42760200554397L-125.86094543575389,-175.54208160443517A216,216,0,0,0,-125.92699410371655,-175.4947069173385Z
F7529	16	5	85015101 : Reconocibles para naves aéreas.	M-156.9130436779793,-219.7232275470952A270,270,0,0,1,-156.8303493481518,-219.7822593462372L-125.46427947852145,-175.82580747698975A216,216,0,0,0,-125.53043494238342,-175.77858203767616Z
F7530	16	5	85015102 : Asíncronos  trifásicos.	M-156.8303493481518,-219.7822593462372A270,270,0,0,1,-156.74763281014546,-219.84126002280783L-125.39810624811636,-175.87300801824628A216,216,0,0,0,-125.46427947852145,-175.82580747698975Z
F7531	16	5	85015103 : Síncronos.	M-156.74763281014546,-219.84126002280783A270,270,0,0,1,-156.6648940756734,-219.90022956845232L-125.33191526053872,-175.92018365476184A216,216,0,0,0,-125.39810624811636,-175.87300801824628Z
F7533	16	5	85015201 : Reconocibles para naves aéreas.	M-156.33371740750155,-220.13579627482545A270,270,0,0,1,-156.25086786650877,-220.1946100406702L-125.00069429320702,-176.15568803253615A216,216,0,0,0,-125.06697392600124,-176.10863701986037Z
F7534	16	5	85015202 : Para ascensores o elevadores.	M-156.25086786650877,-220.1946100406702A270,270,0,0,1,-156.16799619939542,-220.25339262555215L-124.93439695951632,-176.2027141004417A216,216,0,0,0,-125.00069429320702,-176.15568803253615Z
F7536	16	5	85015301 : Reconocibles para naves aéreas.	M-155.91924855869863,-220.4295532112034A270,270,0,0,1,-155.83628850448545,-220.48821098903852L-124.66903080358837,-176.3905687912308A216,216,0,0,0,-124.7353988469589,-176.3436425689627Z
F7538	16	5	85016101 : De potencia de salida inferior o igual a 75 kVA.	M-155.67030220556978,-220.6054328687908A270,270,0,0,1,-155.58727598437156,-220.66399695410894L-124.46982078749724,-176.53119756328715A216,216,0,0,0,-124.53624176445581,-176.48434629503265Z
F7540	16	5	85021101 : De potencia de salida inferior o igual a 75 kVA.	M-154.5059344668033,-221.42248353439604A270,270,0,0,1,-154.42260086678854,-221.4806094030277L-123.53808069343084,-177.18448752242216A216,216,0,0,0,-123.60474757344264,-177.13798682751684Z
F7542	16	5	85021201 : De potencia de salida superior a 75 kVA pero inferior o igual a 375 kVA.	M-154.25586807688413,-221.59676704285857A270,270,0,0,1,-154.17246891060444,-221.65479879760937L-123.33797512848355,-177.3238390380875A216,216,0,0,0,-123.40469446150729,-177.27741363428686Z
F7544	16	5	85021301 : De potencia de salida superior a 375 kVA  pero inferior o igual a 1 500 kVA.	M-154.00560509444034,-221.77076813569298A270,270,0,0,1,-153.92214046818466,-221.82870570260383L-123.13771237454772,-177.46296456208307A216,216,0,0,0,-123.20448407555227,-177.41661450855437Z
F7545	16	5	85021302 : De potencia de salida superior a 1 500 kVA pero inferior o igual a 2 000 kVA.	M-153.92214046818466,-221.82870570260383A270,270,0,0,1,-153.83865404557105,-221.88661185715353L-123.07092323645685,-177.50928948572283A216,216,0,0,0,-123.13771237454772,-177.46296456208307Z
F7546	16	5	85021399 : Los demás.	M-153.83865404557105,-221.88661185715353A270,270,0,0,1,-153.7551458384217,-221.94448659114215L-123.00411667073735,-177.55558927291372A216,216,0,0,0,-123.07092323645685,-177.50928948572283Z
F7548	16	5	85022001 : Con capacidad nominal de generación superiora 2 000 kVA.	M-153.42089540101867,-222.1756711576443A270,270,0,0,1,-153.3372784486317,-222.23338866598507L-122.66982275890537,-177.78671093278805A216,216,0,0,0,-122.73671632081495,-177.74053692611542Z
F7549	16	5	85022002 : Con capacidad nominal de generación superior a1 500 kVA pero inferior o igual a 2 000 kVA.	M-153.3372784486317,-222.23338866598507A270,270,0,0,1,-153.253639782707,-222.29107470465897L-122.60291182616561,-177.83285976372719A216,216,0,0,0,-122.66982275890537,-177.78671093278805Z
F7550	16	5	85022099 : Los demás.	M-153.253639782707,-222.29107470465897A270,270,0,0,1,-153.1699794150883,-222.34872926549733L-122.53598353207065,-177.87898341239787A216,216,0,0,0,-122.60291182616561,-177.83285976372719Z
F7552	16	5	85023101 : Aerogeneradores.	M-152.8351211646563,-222.5790325672767A270,270,0,0,1,-152.75135246633175,-222.63652961656243L-122.2010819730654,-178.10922369324993A216,216,0,0,0,-122.26809693172504,-178.06322605382138Z
F7553	16	5	85023199 : Los demás.	M-152.75135246633175,-222.63652961656243A270,270,0,0,1,-152.66756213744034,-222.69399513909394L-122.13404970995227,-178.15519611127516A216,216,0,0,0,-122.2010819730654,-178.10922369324993Z
F7555	16	5	85023901 : Turbogeneradores (turbodinamos o turboalternadores)  excepto lo comprendido en la fracción 8502.39.03.	M-152.41606148603228,-222.86620246481078A270,270,0,0,1,-152.33218475355636,-222.92354179899522L-121.86574780284508,-178.33883343919618A216,216,0,0,0,-121.93284918882583,-178.29296197184863Z
F7556	16	5	85023902 : Sistemas de cogeneración de electricidad y vapor  presentados como unidades móviles que formen un solo cuerpo.	M-152.33218475355636,-222.92354179899522A270,270,0,0,1,-152.2482864498704,-222.9808495657827L-121.79862915989631,-178.38467965262615A216,216,0,0,0,-121.86574780284508,-178.33883343919618Z
F7557	16	5	85023903 : Turbogeneradores accionados por turbina a gas  excepto los accionados por turbina de vapor de agua.	M-152.2482864498704,-222.9808495657827A270,270,0,0,1,-152.16436658685487,-223.03812575705805L-121.73149326948389,-178.43050060564644A216,216,0,0,0,-121.79862915989631,-178.38467965262615Z
F7558	16	5	85023904 : Los demás grupos electrógenos  para producir electricidad a partir de fuentes de energía renovable.	M-152.16436658685487,-223.03812575705805A270,270,0,0,1,-152.08042517639342,-223.09537036471062L-121.66434014111474,-178.4762962917685A216,216,0,0,0,-121.73149326948389,-178.43050060564644Z
F7560	16	5	85024001 : Convertidores rotativos eléctricos.	M-151.6603953285356,-223.38111936507147A270,270,0,0,1,-151.57632488312444,-223.43817430091377L-121.26105990649955,-178.75053944073102A216,216,0,0,0,-121.32831626282847,-178.70489549205718Z
F7562	16	5	8503001 : Reconocibles como concebidas exclusivamente para motores para trolebuses.	M-150.81872641612043,-223.95024394320143A270,270,0,0,1,-150.73444186517665,-224.00698211349055L-120.58755349214132,-179.20558569079245A216,216,0,0,0,-120.65498113289634,-179.16019515456114Z
F7563	16	5	8503002 : Armazones o núcleos de rotores  incluso las láminas  excepto lo comprendido en la fracción 8503.00.01.	M-150.73444186517665,-224.00698211349055A270,270,0,0,1,-150.65013596927344,-224.06368856296066L-120.52010877541875,-179.25095085036855A216,216,0,0,0,-120.58755349214132,-179.20558569079245Z
F7564	16	5	8503003 : Estatores o rotores con peso unitario inferior o igual a 1 000 kg  excepto lo comprendido en la fracción 8503.00.01.	M-150.65013596927344,-224.06368856296066A270,270,0,0,1,-150.56580874034898,-224.12036328358172L-120.45264699227918,-179.29629062686539A216,216,0,0,0,-120.52010877541875,-179.25095085036855Z
F7565	16	5	8503004 : Blindajes de ferrita  para bobinas.	M-150.56580874034898,-224.12036328358172A270,270,0,0,1,-150.4814601903446,-224.17700626732827L-120.38516815227567,-179.34160501386262A216,216,0,0,0,-120.45264699227918,-179.29629062686539Z
F7566	16	5	8503005 : Estatores o rotores con peso unitario superiora 1 000 kg  excepto lo comprendido en la fracción 8503.00.01.	M-150.4814601903446,-224.17700626732827A270,270,0,0,1,-150.39709033120454,-224.23361750617926L-120.31767226496363,-179.3868940049434A216,216,0,0,0,-120.38516815227567,-179.34160501386262Z
F7567	16	5	8503006 : Reconocibles como concebidas exlusivamente para aerogeneradores.	M-150.39709033120454,-224.23361750617926A270,270,0,0,1,-150.31269917487617,-224.29019699211815L-120.25015933990095,-179.43215759369454A216,216,0,0,0,-120.31767226496363,-179.3868940049434Z
F7568	16	5	8503099 : Las demás.	M-150.31269917487617,-224.29019699211815A270,270,0,0,1,-150.2282867333098,-224.34674471713302L-120.18262938664783,-179.47739577370643A216,216,0,0,0,-120.25015933990095,-179.43215759369454Z
F7570	16	5	85041001 : Balastos para lámparas.	M-149.46761889679544,-224.85424368092836A270,270,0,0,1,-149.3829942607792,-224.91047335703158L-119.50639540862338,-179.92837868562526A216,216,0,0,0,-119.57409511743636,-179.8833949447427Z
F7571	16	5	85041099 : Los demás.	M-149.3829942607792,-224.91047335703158A270,270,0,0,1,-149.29834847117712,-224.9666711843756L-119.4386787769417,-179.97333694750046A216,216,0,0,0,-119.50639540862338,-179.92837868562526Z
F7573	16	5	85042101 : Bobinas de inducción.	M-149.04428430073426,-225.13507349429565A270,270,0,0,1,-148.9595540166825,-225.1911438470684L-119.167643213346,-180.1529150776547A216,216,0,0,0,-119.23542744058742,-180.1080587954365Z
F7574	16	5	85042102 : Con peso unitario inferior o igual a 5 kg  para uso en electrónica.	M-148.9595540166825,-225.1911438470684A270,270,0,0,1,-148.87480263900673,-225.24718231133724L-119.09984211120539,-180.1977458490698A216,216,0,0,0,-119.167643213346,-180.1529150776547Z
F7575	16	5	85042103 : Con peso unitario inferior a 5 kg  excepto lo comprendido en la fracción 8504.21.02.	M-148.87480263900673,-225.24718231133724A270,270,0,0,1,-148.79003017970828,-225.30318887916678L-119.03202414376662,-180.24255110333343A216,216,0,0,0,-119.09984211120539,-180.1977458490698Z
F7576	16	5	85042104 : Para instrumentos para medición y/o protección.	M-148.79003017970828,-225.30318887916678A270,270,0,0,1,-148.70523665079148,-225.3591635426261L-118.96418932063318,-180.28733083410089A216,216,0,0,0,-119.03202414376662,-180.24255110333343Z
F7577	16	5	85042199 : Los demás.	M-148.70523665079148,-225.3591635426261A270,270,0,0,1,-148.6204220642636,-225.41510629378888L-118.89633765141087,-180.33208503503113A216,216,0,0,0,-118.96418932063318,-180.28733083410089Z
F7579	16	5	85042201 : De potencia superior a 650 kVA pero inferior o igual a 10 000 kVA.	M-148.11109300804833,-225.75009219923092A270,270,0,0,1,-148.0261313546977,-225.80581134275926L-118.42090508375816,-180.6446490742074A216,216,0,0,0,-118.48887440643865,-180.60007375938474Z
F7581	16	5	85042301 : De potencia superior a 10 000 kVA.	M-147.85614517569473,-225.91715369529575A270,270,0,0,1,-147.7711206741131,-225.97277688853742L-118.21689653929049,-180.77822151082992A216,216,0,0,0,-118.2849161405558,-180.7337229562366Z
F7583	16	5	85043101 : Para juguetes o modelos reducidos de la partida 95.03.	M-147.60100890699042,-226.08392726958397A270,270,0,0,1,-147.51592166553812,-226.1394544416494L-118.01273733243048,-180.91156355331952A216,216,0,0,0,-118.08080712559234,-180.8671418156672Z
F7584	16	5	85043102 : Transformadores para uso en televisión (“Multisingle flyback”).	M-147.51592166553812,-226.1394544416494A270,270,0,0,1,-147.4308135348893,-226.19494959092413L-117.94465082791145,-180.95595967273928A216,216,0,0,0,-118.01273733243048,-180.91156355331952Z
F7585	16	5	85043103 : De distribución  monofásicos o trifásicos.	M-147.4308135348893,-226.19494959092413A270,270,0,0,1,-147.3456845270959,-226.2504127095496L-117.87654762167672,-181.00033016763967A216,216,0,0,0,-117.94465082791145,-180.95595967273928Z
F7587	16	5	85043201 : Para instrumentos de medición y/o protección.	M-147.00495996561645,-226.4719447205492A270,270,0,0,1,-146.91972675298132,-226.52724756821044L-117.53578140238506,-181.22179805456835A216,216,0,0,0,-117.60396797249317,-181.17755577643936Z
F7588	16	5	85043202 : De distribución  monofásicos o trifásicos.	M-146.91972675298132,-226.52724756821044A270,270,0,0,1,-146.8344727355747,-226.58251833816695L-117.46757818845977,-181.26601467053356A216,216,0,0,0,-117.53578140238506,-181.22179805456835Z
F7590	16	5	85043301 : De distribución  monofásicos o trifásicos.	M-146.5785859754658,-226.7481381035641A270,270,0,0,1,-146.493248859728,-226.80328048448024L-117.1945990877824,-181.44262438758417A216,216,0,0,0,-117.26286878037266,-181.39851048285126Z
F7592	16	5	85043401 : De potencia superior a 500 kVA.	M-146.32251240720095,-226.91346888813038A270,270,0,0,1,-146.23711309458932,-226.96851489526094L-116.98969047567147,-181.57481191620874A216,216,0,0,0,-117.05800992576076,-181.5307751105043Z
F7594	16	5	85051101 : De metal.	M-145.38198301928725,-227.5172059721631A270,270,0,0,1,-145.29635658324057,-227.571898009477L-116.23708526659246,-182.0575184075816A216,216,0,0,0,-116.30558641542979,-182.01376477773047Z
F7596	16	5	85051999 : Los demás.	M-145.1250419986002,-227.68118539946275A270,270,0,0,1,-145.03935387426534,-227.73578073665902L-116.03148309941227,-182.18862458932722A216,216,0,0,0,-116.10003359888016,-182.1449483195702Z
F7598	16	5	85052001 : Acoplamientos  embragues  variadores de velocidad y frenos  electromagnéticos.	M-144.86791602223698,-227.8448746568026A270,270,0,0,1,-144.78216631881978,-227.8993732243018L-115.82573305505582,-182.31949857944144A216,216,0,0,0,-115.89433281778959,-182.2758997254421Z
F7600	16	5	85059001 : Electroimanes de tracción para máquinas de lavar ropa.	M-144.61060541789365,-228.0082735355677A270,270,0,0,1,-144.52479424467865,-228.0626752639136L-115.61983539574292,-182.45014021113087A216,216,0,0,0,-115.68848433431492,-182.40661882845416Z
F7601	16	5	85059002 : Cabezas magnéticas para máquinas elevadoras.	M-144.52479424467865,-228.0626752639136A270,270,0,0,1,-144.43896260582994,-228.1170446971284L-115.55117008466395,-182.49363575770272A216,216,0,0,0,-115.61983539574292,-182.45014021113087Z
F7602	16	5	85059003 : Cabezas elevadoras electromagnéticas con capacidad de carga igual o inferior a 53.5 t  concebidas para soportar temperatura igual o inferior a 300°C.	M-144.43896260582994,-228.1170446971284A270,270,0,0,1,-144.3531105135018,-228.17138182751302L-115.48248841080144,-182.5371054620104A216,216,0,0,0,-115.55117008466395,-182.49363575770272Z
F7604	16	5	85061001 : SUPRIMIDA	M-143.66555890908964,-228.60491504632813A270,270,0,0,1,-143.57952328286805,-228.6589611055389L-114.86361862629444,-182.92716888443113A216,216,0,0,0,-114.93244712727171,-182.88393203706252Z
F7605	16	5	85061002 : Alcalinas.	M-143.57952328286805,-228.6589611055389A270,270,0,0,1,-143.4934673248692,-228.7129747851807L-114.79477385989534,-182.97037982814456A216,216,0,0,0,-114.86361862629444,-182.92716888443113Z
F7606	16	5	85061099 : Las demás.	M-143.4934673248692,-228.7129747851807A270,270,0,0,1,-143.40739104727905,-228.76695607760487L-114.72591283782323,-183.01356486208388A216,216,0,0,0,-114.79477385989534,-182.97037982814456Z
F7608	16	5	85063001 : De óxido de mercurio.	M-143.06288298482795,-228.98255722231207A270,270,0,0,1,-142.9767052921734,-229.0363764640783L-114.38136423373871,-183.22910117126264A216,216,0,0,0,-114.45030638786235,-183.18604577784964Z
F7610	16	5	85064001 : De óxido de plata.	M-142.80428917982695,-229.1439176409541A270,270,0,0,1,-142.7180507845505,-229.19763956083506L-114.17444062764041,-183.35811164866806A216,216,0,0,0,-114.24343134386156,-183.31513411276327Z
F7612	16	5	85065001 : De litio.	M-142.54551337685027,-229.30498602544648A270,270,0,0,1,-142.45921438885907,-229.35861055497588L-113.96737151108726,-183.4868884439807A216,216,0,0,0,-114.03641070148022,-183.4439888203572Z
F7614	16	5	85066001 : De aire-cinc.	M-142.2865559056966,-229.4657621705144A270,270,0,0,1,-142.20019643497503,-229.51928924135007L-113.76015714798002,-183.61543139308006A216,216,0,0,0,-113.82924472455726,-183.57260973641152Z
F7616	16	5	85071001 : Reconocibles para naves aéreas.	M-141.59511700434678,-229.8930682741986A270,270,0,0,1,-141.50859678463144,-229.94633512201187L-113.20687742770515,-183.9570680976095A216,216,0,0,0,-113.27609360347742,-183.9144546193589Z
F7617	16	5	85071099 : Los demás.	M-141.50859678463144,-229.94633512201187A270,270,0,0,1,-141.422056526395,-229.99956940795593L-113.137645221116,-183.99965552636473A216,216,0,0,0,-113.20687742770515,-183.9570680976095Z
F7619	16	5	85072001 : Reconocibles para naves aéreas.	M-141.16231564312142,-230.1590768192116A270,270,0,0,1,-141.07569535337652,-230.21218078234108L-112.86055628270122,-184.16974462587285A216,216,0,0,0,-112.92985251449714,-184.12726145536928Z
